"ID","Manufacturer","Size","Age"
"NM4086","Moloney",50,12.2803636569349
"FV7365","Moloney",50,55.3082745855999
"HR5455","Camtran",50,2.58053723804426
"JM0004","Camtran",50,12.3791361233701
"UB8326","Camtran",50,57.4087893145984
"BM6729","Moloney",50,64.1922900563713
"AJ1169","Camtran",50,32.9517383291813
"YI7445","Nema",50,16.4557019849035
"QV2659","Nema",50,46.4233002244667
"ED1737","Moloney",50,7.03966347964914
"ID6264","Camtran",50,46.6560730536634
"XO9020","Moloney",50,46.1989685836139
"MD1128","Nema",50,45.3712030413116
"WJ1334","Camtran",50,25.0870397633615
"KG5619","Moloney",50,19.2592627984505
"TG3185","Moloney",50,20.2375264248859
"VS5568","Nema",50,40.7851013465949
"UB5669","Camtran",50,86.5197745083001
"BD3640","Camtran",50,10.3975557023786
"QR8900","Moloney",50,26.2452360248209
"RH4739","Moloney",50,9.79104305476042
"SW6068","Camtran",50,4.02848681084515
"WG9911","Moloney",50,106.383396606473
"VI5654","Camtran",50,39.1513014627272
"DL9211","Camtran",50,25.7231712948235
"FZ3490","Nema",50,27.987401803996
"NH2908","Camtran",50,9.3354826631878
"LJ3892","Nema",50,23.1209518023761
"JZ6383","Moloney",50,7.4122903381618
"ZQ5650","Moloney",50,44.2698402228879
"AU6525","Moloney",50,52.8036577258454
"QE3036","Camtran",50,61.2379115768556
"WZ5193","Camtran",50,42.1306640827222
"XL3404","Camtran",50,10.3376370389912
"RK0184","Camtran",50,43.0968011804329
"DW7796","Camtran",50,20.4093588451667
"RS7560","Camtran",50,26.5528296803876
"VY5178","Camtran",50,9.56281065052293
"SA4356","Camtran",50,42.6366336812546
"DX7802","Camtran",50,71.8895101065265
"WM4494","Camtran",50,39.4474222402483
"KJ3438","Nema",50,21.8487371461014
"UO4783","Moloney",50,16.3551923221015
"MK4622","Nema",50,50.5426589878108
"VW0930","Moloney",50,1.74945276049958
"IY6698","Camtran",50,11.68299964873
"CX9027","Nema",50,14.4423042179706
"YT8463","Nema",50,37.894081359171
"UK2858","Moloney",50,14.5054563007596
"VI0897","Camtran",50,58.8455621257764
"MV3634","Nema",50,4.71258888774118
"WH5253","Camtran",50,30.4492285521297
"AK1481","Camtran",50,23.3523509055967
"NU3453","Camtran",50,19.542207337444
